date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_TX
3/19/2014,11407,Wednesday,5,3,2014,NA,NA,NA,NA,0
3/20/2014,11407,Thursday,6,3,2014,NA,NA,NA,NA,0
3/21/2014,11407,Friday,7,3,2014,NA,NA,NA,NA,0
3/22/2014,11408,Saturday,1,3,2014,NA,NA,NA,NA,0
3/23/2014,11408,Sunday,2,3,2014,NA,NA,NA,NA,0
3/24/2014,11408,Monday,3,3,2014,NA,NA,NA,NA,0
3/25/2014,11408,Tuesday,4,3,2014,NA,NA,NA,NA,0
3/26/2014,11408,Wednesday,5,3,2014,NA,NA,NA,NA,0
3/27/2014,11408,Thursday,6,3,2014,NA,NA,NA,NA,0
3/28/2014,11408,Friday,7,3,2014,NA,NA,NA,NA,0
3/29/2014,11409,Saturday,1,3,2014,NA,NA,NA,NA,0
3/30/2014,11409,Sunday,2,3,2014,NA,NA,NA,NA,0
3/31/2014,11409,Monday,3,3,2014,NA,NA,NA,NA,0
4/1/2014,11409,Tuesday,4,4,2014,NA,NA,NA,NA,1
4/2/2014,11409,Wednesday,5,4,2014,NA,NA,NA,NA,0
4/3/2014,11409,Thursday,6,4,2014,NA,NA,NA,NA,1
4/4/2014,11409,Friday,7,4,2014,NA,NA,NA,NA,0
4/5/2014,11410,Saturday,1,4,2014,NA,NA,NA,NA,1
4/6/2014,11410,Sunday,2,4,2014,NA,NA,NA,NA,1
4/7/2014,11410,Monday,3,4,2014,NA,NA,NA,NA,1
4/8/2014,11410,Tuesday,4,4,2014,NA,NA,NA,NA,0
4/9/2014,11410,Wednesday,5,4,2014,NA,NA,NA,NA,1
4/10/2014,11410,Thursday,6,4,2014,NA,NA,NA,NA,0
4/11/2014,11410,Friday,7,4,2014,NA,NA,NA,NA,1
4/12/2014,11411,Saturday,1,4,2014,NA,NA,NA,NA,1
4/13/2014,11411,Sunday,2,4,2014,NA,NA,NA,NA,1
4/14/2014,11411,Monday,3,4,2014,NA,NA,NA,NA,0
4/15/2014,11411,Tuesday,4,4,2014,NA,NA,NA,NA,1
4/16/2014,11411,Wednesday,5,4,2014,NA,NA,NA,NA,0
4/17/2014,11411,Thursday,6,4,2014,NA,NA,NA,NA,0
4/18/2014,11411,Friday,7,4,2014,NA,NA,NA,NA,0
4/19/2014,11412,Saturday,1,4,2014,NA,NA,NA,NA,0
4/20/2014,11412,Sunday,2,4,2014,Easter,Cultural,OrthodoxEaster,Religious,0
4/21/2014,11412,Monday,3,4,2014,NA,NA,NA,NA,0
4/22/2014,11412,Tuesday,4,4,2014,Pesach End,Religious,NA,NA,0
4/23/2014,11412,Wednesday,5,4,2014,NA,NA,NA,NA,0
4/24/2014,11412,Thursday,6,4,2014,NA,NA,NA,NA,0
4/25/2014,11412,Friday,7,4,2014,NA,NA,NA,NA,0
4/26/2014,11413,Saturday,1,4,2014,NA,NA,NA,NA,0
4/27/2014,11413,Sunday,2,4,2014,NA,NA,NA,NA,0
4/28/2014,11413,Monday,3,4,2014,NA,NA,NA,NA,0
4/29/2014,11413,Tuesday,4,4,2014,NA,NA,NA,NA,0
4/30/2014,11413,Wednesday,5,4,2014,NA,NA,NA,NA,0
5/1/2014,11413,Thursday,6,5,2014,NA,NA,NA,NA,1
5/2/2014,11413,Friday,7,5,2014,NA,NA,NA,NA,0
5/3/2014,11414,Saturday,1,5,2014,NA,NA,NA,NA,1
5/4/2014,11414,Sunday,2,5,2014,NA,NA,NA,NA,0
5/5/2014,11414,Monday,3,5,2014,Cinco De Mayo,Cultural,NA,NA,1
5/6/2014,11414,Tuesday,4,5,2014,NA,NA,NA,NA,1
5/7/2014,11414,Wednesday,5,5,2014,NA,NA,NA,NA,1
5/8/2014,11414,Thursday,6,5,2014,NA,NA,NA,NA,0
5/9/2014,11414,Friday,7,5,2014,NA,NA,NA,NA,1
5/10/2014,11415,Saturday,1,5,2014,NA,NA,NA,NA,0
5/11/2014,11415,Sunday,2,5,2014,Mother's day,Cultural,NA,NA,1
5/12/2014,11415,Monday,3,5,2014,NA,NA,NA,NA,1
5/13/2014,11415,Tuesday,4,5,2014,NA,NA,NA,NA,1
5/14/2014,11415,Wednesday,5,5,2014,NA,NA,NA,NA,0
5/15/2014,11415,Thursday,6,5,2014,NA,NA,NA,NA,1
5/16/2014,11415,Friday,7,5,2014,NA,NA,NA,NA,0
5/17/2014,11416,Saturday,1,5,2014,NA,NA,NA,NA,0
5/18/2014,11416,Sunday,2,5,2014,NA,NA,NA,NA,0
5/19/2014,11416,Monday,3,5,2014,NA,NA,NA,NA,0
5/20/2014,11416,Tuesday,4,5,2014,NA,NA,NA,NA,0
5/21/2014,11416,Wednesday,5,5,2014,NA,NA,NA,NA,0
5/22/2014,11416,Thursday,6,5,2014,NA,NA,NA,NA,0
5/23/2014,11416,Friday,7,5,2014,NA,NA,NA,NA,0
5/24/2014,11417,Saturday,1,5,2014,NA,NA,NA,NA,0
5/25/2014,11417,Sunday,2,5,2014,NA,NA,NA,NA,0
5/26/2014,11417,Monday,3,5,2014,MemorialDay,National,NA,NA,0
5/27/2014,11417,Tuesday,4,5,2014,NA,NA,NA,NA,0
5/28/2014,11417,Wednesday,5,5,2014,NA,NA,NA,NA,0
5/29/2014,11417,Thursday,6,5,2014,NA,NA,NA,NA,0
5/30/2014,11417,Friday,7,5,2014,NA,NA,NA,NA,0
5/31/2014,11418,Saturday,1,5,2014,NA,NA,NA,NA,0
6/1/2014,11418,Sunday,2,6,2014,NA,NA,NA,NA,1
6/2/2014,11418,Monday,3,6,2014,NA,NA,NA,NA,0
6/3/2014,11418,Tuesday,4,6,2014,NA,NA,NA,NA,1
6/4/2014,11418,Wednesday,5,6,2014,NA,NA,NA,NA,0
6/5/2014,11418,Thursday,6,6,2014,NBAFinalsStart,Sporting,NA,NA,1
6/6/2014,11418,Friday,7,6,2014,NA,NA,NA,NA,1
6/7/2014,11419,Saturday,1,6,2014,NA,NA,NA,NA,1
6/8/2014,11419,Sunday,2,6,2014,NA,NA,NA,NA,0
6/9/2014,11419,Monday,3,6,2014,NA,NA,NA,NA,1
6/10/2014,11419,Tuesday,4,6,2014,NA,NA,NA,NA,0
6/11/2014,11419,Wednesday,5,6,2014,NA,NA,NA,NA,1
6/12/2014,11419,Thursday,6,6,2014,NA,NA,NA,NA,1
6/13/2014,11419,Friday,7,6,2014,NA,NA,NA,NA,1
6/14/2014,11420,Saturday,1,6,2014,NA,NA,NA,NA,0
6/15/2014,11420,Sunday,2,6,2014,NBAFinalsEnd,Sporting,Father's day,Cultural,1
6/16/2014,11420,Monday,3,6,2014,NA,NA,NA,NA,0
6/17/2014,11420,Tuesday,4,6,2014,NA,NA,NA,NA,0
6/18/2014,11420,Wednesday,5,6,2014,NA,NA,NA,NA,0
6/19/2014,11420,Thursday,6,6,2014,NA,NA,NA,NA,0
6/20/2014,11420,Friday,7,6,2014,NA,NA,NA,NA,0
6/21/2014,11421,Saturday,1,6,2014,NA,NA,NA,NA,0
6/22/2014,11421,Sunday,2,6,2014,NA,NA,NA,NA,0
6/23/2014,11421,Monday,3,6,2014,NA,NA,NA,NA,0
6/24/2014,11421,Tuesday,4,6,2014,NA,NA,NA,NA,0
6/25/2014,11421,Wednesday,5,6,2014,NA,NA,NA,NA,0
6/26/2014,11421,Thursday,6,6,2014,NA,NA,NA,NA,0
6/27/2014,11421,Friday,7,6,2014,NA,NA,NA,NA,0
6/28/2014,11422,Saturday,1,6,2014,NA,NA,NA,NA,0
6/29/2014,11422,Sunday,2,6,2014,Ramadan starts,Religious,NA,NA,0
6/30/2014,11422,Monday,3,6,2014,NA,NA,NA,NA,0
7/1/2014,11422,Tuesday,4,7,2014,NA,NA,NA,NA,1
7/2/2014,11422,Wednesday,5,7,2014,NA,NA,NA,NA,0
7/3/2014,11422,Thursday,6,7,2014,NA,NA,NA,NA,1
7/4/2014,11422,Friday,7,7,2014,IndependenceDay,National,NA,NA,0
7/5/2014,11423,Saturday,1,7,2014,NA,NA,NA,NA,1
7/6/2014,11423,Sunday,2,7,2014,NA,NA,NA,NA,1
7/7/2014,11423,Monday,3,7,2014,NA,NA,NA,NA,1
7/8/2014,11423,Tuesday,4,7,2014,NA,NA,NA,NA,0
7/9/2014,11423,Wednesday,5,7,2014,NA,NA,NA,NA,1
7/10/2014,11423,Thursday,6,7,2014,NA,NA,NA,NA,0
7/11/2014,11423,Friday,7,7,2014,NA,NA,NA,NA,1
7/12/2014,11424,Saturday,1,7,2014,NA,NA,NA,NA,1
7/13/2014,11424,Sunday,2,7,2014,NA,NA,NA,NA,1
7/14/2014,11424,Monday,3,7,2014,NA,NA,NA,NA,0
7/15/2014,11424,Tuesday,4,7,2014,NA,NA,NA,NA,1
7/16/2014,11424,Wednesday,5,7,2014,NA,NA,NA,NA,0
7/17/2014,11424,Thursday,6,7,2014,NA,NA,NA,NA,0
7/18/2014,11424,Friday,7,7,2014,NA,NA,NA,NA,0
7/19/2014,11425,Saturday,1,7,2014,NA,NA,NA,NA,0
7/20/2014,11425,Sunday,2,7,2014,NA,NA,NA,NA,0
7/21/2014,11425,Monday,3,7,2014,NA,NA,NA,NA,0
7/22/2014,11425,Tuesday,4,7,2014,NA,NA,NA,NA,0
7/23/2014,11425,Wednesday,5,7,2014,NA,NA,NA,NA,0
7/24/2014,11425,Thursday,6,7,2014,NA,NA,NA,NA,0
7/25/2014,11425,Friday,7,7,2014,NA,NA,NA,NA,0
7/26/2014,11426,Saturday,1,7,2014,NA,NA,NA,NA,0
7/27/2014,11426,Sunday,2,7,2014,NA,NA,NA,NA,0
7/28/2014,11426,Monday,3,7,2014,NA,NA,NA,NA,0
7/29/2014,11426,Tuesday,4,7,2014,Eid al-Fitr,Religious,NA,NA,0
7/30/2014,11426,Wednesday,5,7,2014,NA,NA,NA,NA,0
7/31/2014,11426,Thursday,6,7,2014,NA,NA,NA,NA,0
8/1/2014,11426,Friday,7,8,2014,NA,NA,NA,NA,1
8/2/2014,11427,Saturday,1,8,2014,NA,NA,NA,NA,0
8/3/2014,11427,Sunday,2,8,2014,NA,NA,NA,NA,1
8/4/2014,11427,Monday,3,8,2014,NA,NA,NA,NA,0
8/5/2014,11427,Tuesday,4,8,2014,NA,NA,NA,NA,1
8/6/2014,11427,Wednesday,5,8,2014,NA,NA,NA,NA,1
8/7/2014,11427,Thursday,6,8,2014,NA,NA,NA,NA,1
8/8/2014,11427,Friday,7,8,2014,NA,NA,NA,NA,0
8/9/2014,11428,Saturday,1,8,2014,NA,NA,NA,NA,1
8/10/2014,11428,Sunday,2,8,2014,NA,NA,NA,NA,0
8/11/2014,11428,Monday,3,8,2014,NA,NA,NA,NA,1
8/12/2014,11428,Tuesday,4,8,2014,NA,NA,NA,NA,1
8/13/2014,11428,Wednesday,5,8,2014,NA,NA,NA,NA,1
8/14/2014,11428,Thursday,6,8,2014,NA,NA,NA,NA,0
8/15/2014,11428,Friday,7,8,2014,NA,NA,NA,NA,1
8/16/2014,11429,Saturday,1,8,2014,NA,NA,NA,NA,0
8/17/2014,11429,Sunday,2,8,2014,NA,NA,NA,NA,0
8/18/2014,11429,Monday,3,8,2014,NA,NA,NA,NA,0
8/19/2014,11429,Tuesday,4,8,2014,NA,NA,NA,NA,0
8/20/2014,11429,Wednesday,5,8,2014,NA,NA,NA,NA,0
8/21/2014,11429,Thursday,6,8,2014,NA,NA,NA,NA,0
8/22/2014,11429,Friday,7,8,2014,NA,NA,NA,NA,0
8/23/2014,11430,Saturday,1,8,2014,NA,NA,NA,NA,0
8/24/2014,11430,Sunday,2,8,2014,NA,NA,NA,NA,0
8/25/2014,11430,Monday,3,8,2014,NA,NA,NA,NA,0
8/26/2014,11430,Tuesday,4,8,2014,NA,NA,NA,NA,0
8/27/2014,11430,Wednesday,5,8,2014,NA,NA,NA,NA,0
8/28/2014,11430,Thursday,6,8,2014,NA,NA,NA,NA,0
8/29/2014,11430,Friday,7,8,2014,NA,NA,NA,NA,0
8/30/2014,11431,Saturday,1,8,2014,NA,NA,NA,NA,0
8/31/2014,11431,Sunday,2,8,2014,NA,NA,NA,NA,0
9/1/2014,11431,Monday,3,9,2014,LaborDay,National,NA,NA,1
9/2/2014,11431,Tuesday,4,9,2014,NA,NA,NA,NA,0
9/3/2014,11431,Wednesday,5,9,2014,NA,NA,NA,NA,1
9/4/2014,11431,Thursday,6,9,2014,NA,NA,NA,NA,0
9/5/2014,11431,Friday,7,9,2014,NA,NA,NA,NA,1
9/6/2014,11432,Saturday,1,9,2014,NA,NA,NA,NA,1
9/7/2014,11432,Sunday,2,9,2014,NA,NA,NA,NA,1
9/8/2014,11432,Monday,3,9,2014,NA,NA,NA,NA,0
9/9/2014,11432,Tuesday,4,9,2014,NA,NA,NA,NA,1
9/10/2014,11432,Wednesday,5,9,2014,NA,NA,NA,NA,0
9/11/2014,11432,Thursday,6,9,2014,NA,NA,NA,NA,1
9/12/2014,11432,Friday,7,9,2014,NA,NA,NA,NA,1
9/13/2014,11433,Saturday,1,9,2014,NA,NA,NA,NA,1
9/14/2014,11433,Sunday,2,9,2014,NA,NA,NA,NA,0
9/15/2014,11433,Monday,3,9,2014,NA,NA,NA,NA,1
9/16/2014,11433,Tuesday,4,9,2014,NA,NA,NA,NA,0
9/17/2014,11433,Wednesday,5,9,2014,NA,NA,NA,NA,0
9/18/2014,11433,Thursday,6,9,2014,NA,NA,NA,NA,0
9/19/2014,11433,Friday,7,9,2014,NA,NA,NA,NA,0
9/20/2014,11434,Saturday,1,9,2014,NA,NA,NA,NA,0
9/21/2014,11434,Sunday,2,9,2014,NA,NA,NA,NA,0
9/22/2014,11434,Monday,3,9,2014,NA,NA,NA,NA,0
9/23/2014,11434,Tuesday,4,9,2014,NA,NA,NA,NA,0
9/24/2014,11434,Wednesday,5,9,2014,NA,NA,NA,NA,0
9/25/2014,11434,Thursday,6,9,2014,NA,NA,NA,NA,0
9/26/2014,11434,Friday,7,9,2014,NA,NA,NA,NA,0
9/27/2014,11435,Saturday,1,9,2014,NA,NA,NA,NA,0
9/28/2014,11435,Sunday,2,9,2014,NA,NA,NA,NA,0
9/29/2014,11435,Monday,3,9,2014,NA,NA,NA,NA,0
9/30/2014,11435,Tuesday,4,9,2014,NA,NA,NA,NA,0
10/1/2014,11435,Wednesday,5,10,2014,NA,NA,NA,NA,1
10/2/2014,11435,Thursday,6,10,2014,NA,NA,NA,NA,0
10/3/2014,11435,Friday,7,10,2014,NA,NA,NA,NA,1
10/4/2014,11436,Saturday,1,10,2014,EidAlAdha,Religious,NA,NA,0
10/5/2014,11436,Sunday,2,10,2014,NA,NA,NA,NA,1
10/6/2014,11436,Monday,3,10,2014,NA,NA,NA,NA,1
10/7/2014,11436,Tuesday,4,10,2014,NA,NA,NA,NA,1
10/8/2014,11436,Wednesday,5,10,2014,NA,NA,NA,NA,0
10/9/2014,11436,Thursday,6,10,2014,NA,NA,NA,NA,1
10/10/2014,11436,Friday,7,10,2014,NA,NA,NA,NA,0
10/11/2014,11437,Saturday,1,10,2014,NA,NA,NA,NA,1
10/12/2014,11437,Sunday,2,10,2014,NA,NA,NA,NA,1
10/13/2014,11437,Monday,3,10,2014,ColumbusDay,National,NA,NA,1
10/14/2014,11437,Tuesday,4,10,2014,NA,NA,NA,NA,0
10/15/2014,11437,Wednesday,5,10,2014,NA,NA,NA,NA,1
10/16/2014,11437,Thursday,6,10,2014,NA,NA,NA,NA,0
10/17/2014,11437,Friday,7,10,2014,NA,NA,NA,NA,0
10/18/2014,11438,Saturday,1,10,2014,NA,NA,NA,NA,0
10/19/2014,11438,Sunday,2,10,2014,NA,NA,NA,NA,0
10/20/2014,11438,Monday,3,10,2014,NA,NA,NA,NA,0
10/21/2014,11438,Tuesday,4,10,2014,NA,NA,NA,NA,0
10/22/2014,11438,Wednesday,5,10,2014,NA,NA,NA,NA,0
10/23/2014,11438,Thursday,6,10,2014,NA,NA,NA,NA,0
10/24/2014,11438,Friday,7,10,2014,NA,NA,NA,NA,0
10/25/2014,11439,Saturday,1,10,2014,NA,NA,NA,NA,0
10/26/2014,11439,Sunday,2,10,2014,NA,NA,NA,NA,0
10/27/2014,11439,Monday,3,10,2014,NA,NA,NA,NA,0
10/28/2014,11439,Tuesday,4,10,2014,NA,NA,NA,NA,0
10/29/2014,11439,Wednesday,5,10,2014,NA,NA,NA,NA,0
10/30/2014,11439,Thursday,6,10,2014,NA,NA,NA,NA,0
10/31/2014,11439,Friday,7,10,2014,Halloween,Cultural,NA,NA,0
11/1/2014,11440,Saturday,1,11,2014,NA,NA,NA,NA,1
11/2/2014,11440,Sunday,2,11,2014,NA,NA,NA,NA,0
11/3/2014,11440,Monday,3,11,2014,NA,NA,NA,NA,1
11/4/2014,11440,Tuesday,4,11,2014,NA,NA,NA,NA,0
11/5/2014,11440,Wednesday,5,11,2014,NA,NA,NA,NA,1
11/6/2014,11440,Thursday,6,11,2014,NA,NA,NA,NA,1
11/7/2014,11440,Friday,7,11,2014,NA,NA,NA,NA,1
11/8/2014,11441,Saturday,1,11,2014,NA,NA,NA,NA,0
11/9/2014,11441,Sunday,2,11,2014,NA,NA,NA,NA,1
11/10/2014,11441,Monday,3,11,2014,NA,NA,NA,NA,0
11/11/2014,11441,Tuesday,4,11,2014,VeteransDay,National,NA,NA,1
11/12/2014,11441,Wednesday,5,11,2014,NA,NA,NA,NA,1
11/13/2014,11441,Thursday,6,11,2014,NA,NA,NA,NA,1
11/14/2014,11441,Friday,7,11,2014,NA,NA,NA,NA,0
11/15/2014,11442,Saturday,1,11,2014,NA,NA,NA,NA,1
11/16/2014,11442,Sunday,2,11,2014,NA,NA,NA,NA,0
11/17/2014,11442,Monday,3,11,2014,NA,NA,NA,NA,0
11/18/2014,11442,Tuesday,4,11,2014,NA,NA,NA,NA,0
11/19/2014,11442,Wednesday,5,11,2014,NA,NA,NA,NA,0
11/20/2014,11442,Thursday,6,11,2014,NA,NA,NA,NA,0
11/21/2014,11442,Friday,7,11,2014,NA,NA,NA,NA,0
11/22/2014,11443,Saturday,1,11,2014,NA,NA,NA,NA,0
11/23/2014,11443,Sunday,2,11,2014,NA,NA,NA,NA,0
11/24/2014,11443,Monday,3,11,2014,NA,NA,NA,NA,0
11/25/2014,11443,Tuesday,4,11,2014,NA,NA,NA,NA,0
11/26/2014,11443,Wednesday,5,11,2014,NA,NA,NA,NA,0
11/27/2014,11443,Thursday,6,11,2014,Thanksgiving,National,NA,NA,0
11/28/2014,11443,Friday,7,11,2014,NA,NA,NA,NA,0
11/29/2014,11444,Saturday,1,11,2014,NA,NA,NA,NA,0
11/30/2014,11444,Sunday,2,11,2014,NA,NA,NA,NA,0
12/1/2014,11444,Monday,3,12,2014,NA,NA,NA,NA,1
12/2/2014,11444,Tuesday,4,12,2014,NA,NA,NA,NA,0
12/3/2014,11444,Wednesday,5,12,2014,NA,NA,NA,NA,1
12/4/2014,11444,Thursday,6,12,2014,NA,NA,NA,NA,0
12/5/2014,11444,Friday,7,12,2014,NA,NA,NA,NA,1
12/6/2014,11445,Saturday,1,12,2014,NA,NA,NA,NA,1
12/7/2014,11445,Sunday,2,12,2014,NA,NA,NA,NA,1
12/8/2014,11445,Monday,3,12,2014,NA,NA,NA,NA,0
12/9/2014,11445,Tuesday,4,12,2014,NA,NA,NA,NA,1
12/10/2014,11445,Wednesday,5,12,2014,NA,NA,NA,NA,0
12/11/2014,11445,Thursday,6,12,2014,NA,NA,NA,NA,1
12/12/2014,11445,Friday,7,12,2014,NA,NA,NA,NA,1
12/13/2014,11446,Saturday,1,12,2014,NA,NA,NA,NA,1
12/14/2014,11446,Sunday,2,12,2014,NA,NA,NA,NA,0
12/15/2014,11446,Monday,3,12,2014,NA,NA,NA,NA,1
12/16/2014,11446,Tuesday,4,12,2014,NA,NA,NA,NA,0
12/17/2014,11446,Wednesday,5,12,2014,NA,NA,NA,NA,0
12/18/2014,11446,Thursday,6,12,2014,NA,NA,NA,NA,0
12/19/2014,11446,Friday,7,12,2014,NA,NA,NA,NA,0
12/20/2014,11447,Saturday,1,12,2014,NA,NA,NA,NA,0
12/21/2014,11447,Sunday,2,12,2014,NA,NA,NA,NA,0
12/22/2014,11447,Monday,3,12,2014,NA,NA,NA,NA,0
12/23/2014,11447,Tuesday,4,12,2014,NA,NA,NA,NA,0
12/24/2014,11447,Wednesday,5,12,2014,Chanukah End,Religious,NA,NA,0
12/25/2014,11447,Thursday,6,12,2014,Christmas,National,NA,NA,0
12/26/2014,11447,Friday,7,12,2014,NA,NA,NA,NA,0
12/27/2014,11448,Saturday,1,12,2014,NA,NA,NA,NA,0
12/28/2014,11448,Sunday,2,12,2014,NA,NA,NA,NA,0
12/29/2014,11448,Monday,3,12,2014,NA,NA,NA,NA,0
12/30/2014,11448,Tuesday,4,12,2014,NA,NA,NA,NA,0
12/31/2014,11448,Wednesday,5,12,2014,NA,NA,NA,NA,0
1/1/2015,11448,Thursday,6,1,2015,NewYear,National,NA,NA,1
1/2/2015,11448,Friday,7,1,2015,NA,NA,NA,NA,0
1/3/2015,11449,Saturday,1,1,2015,NA,NA,NA,NA,1
1/4/2015,11449,Sunday,2,1,2015,NA,NA,NA,NA,0
1/5/2015,11449,Monday,3,1,2015,NA,NA,NA,NA,1
1/6/2015,11449,Tuesday,4,1,2015,NA,NA,NA,NA,1
1/7/2015,11449,Wednesday,5,1,2015,OrthodoxChristmas,Religious,NA,NA,1
1/8/2015,11449,Thursday,6,1,2015,NA,NA,NA,NA,0
1/9/2015,11449,Friday,7,1,2015,NA,NA,NA,NA,1
1/10/2015,11450,Saturday,1,1,2015,NA,NA,NA,NA,0
1/11/2015,11450,Sunday,2,1,2015,NA,NA,NA,NA,1
1/12/2015,11450,Monday,3,1,2015,NA,NA,NA,NA,1
1/13/2015,11450,Tuesday,4,1,2015,NA,NA,NA,NA,1
1/14/2015,11450,Wednesday,5,1,2015,NA,NA,NA,NA,0
1/15/2015,11450,Thursday,6,1,2015,NA,NA,NA,NA,1
1/16/2015,11450,Friday,7,1,2015,NA,NA,NA,NA,0
1/17/2015,11451,Saturday,1,1,2015,NA,NA,NA,NA,0
1/18/2015,11451,Sunday,2,1,2015,NA,NA,NA,NA,0
1/19/2015,11451,Monday,3,1,2015,MartinLutherKingDay,National,NA,NA,0
1/20/2015,11451,Tuesday,4,1,2015,NA,NA,NA,NA,0
1/21/2015,11451,Wednesday,5,1,2015,NA,NA,NA,NA,0
1/22/2015,11451,Thursday,6,1,2015,NA,NA,NA,NA,0
1/23/2015,11451,Friday,7,1,2015,NA,NA,NA,NA,0
1/24/2015,11452,Saturday,1,1,2015,NA,NA,NA,NA,0
1/25/2015,11452,Sunday,2,1,2015,NA,NA,NA,NA,0
1/26/2015,11452,Monday,3,1,2015,NA,NA,NA,NA,0
1/27/2015,11452,Tuesday,4,1,2015,NA,NA,NA,NA,0
1/28/2015,11452,Wednesday,5,1,2015,NA,NA,NA,NA,0
1/29/2015,11452,Thursday,6,1,2015,NA,NA,NA,NA,0
1/30/2015,11452,Friday,7,1,2015,NA,NA,NA,NA,0
1/31/2015,11501,Saturday,1,1,2015,NA,NA,NA,NA,0
2/1/2015,11501,Sunday,2,2,2015,SuperBowl,Sporting,NA,NA,1
2/2/2015,11501,Monday,3,2,2015,NA,NA,NA,NA,0
2/3/2015,11501,Tuesday,4,2,2015,NA,NA,NA,NA,1
2/4/2015,11501,Wednesday,5,2,2015,NA,NA,NA,NA,0
2/5/2015,11501,Thursday,6,2,2015,NA,NA,NA,NA,1
2/6/2015,11501,Friday,7,2,2015,NA,NA,NA,NA,1
2/7/2015,11502,Saturday,1,2,2015,NA,NA,NA,NA,1
2/8/2015,11502,Sunday,2,2,2015,NA,NA,NA,NA,0
2/9/2015,11502,Monday,3,2,2015,NA,NA,NA,NA,1
2/10/2015,11502,Tuesday,4,2,2015,NA,NA,NA,NA,0
2/11/2015,11502,Wednesday,5,2,2015,NA,NA,NA,NA,1
2/12/2015,11502,Thursday,6,2,2015,NA,NA,NA,NA,1
2/13/2015,11502,Friday,7,2,2015,NA,NA,NA,NA,1
2/14/2015,11503,Saturday,1,2,2015,ValentinesDay,Cultural,NA,NA,0
2/15/2015,11503,Sunday,2,2,2015,NA,NA,NA,NA,1
2/16/2015,11503,Monday,3,2,2015,PresidentsDay,National,NA,NA,0
2/17/2015,11503,Tuesday,4,2,2015,NA,NA,NA,NA,0
2/18/2015,11503,Wednesday,5,2,2015,LentStart,Religious,NA,NA,0
2/19/2015,11503,Thursday,6,2,2015,NA,NA,NA,NA,0
2/20/2015,11503,Friday,7,2,2015,NA,NA,NA,NA,0
2/21/2015,11504,Saturday,1,2,2015,NA,NA,NA,NA,0
2/22/2015,11504,Sunday,2,2,2015,NA,NA,NA,NA,0
2/23/2015,11504,Monday,3,2,2015,NA,NA,NA,NA,0
2/24/2015,11504,Tuesday,4,2,2015,NA,NA,NA,NA,0
2/25/2015,11504,Wednesday,5,2,2015,LentWeek2,Religious,NA,NA,0
2/26/2015,11504,Thursday,6,2,2015,NA,NA,NA,NA,0
2/27/2015,11504,Friday,7,2,2015,NA,NA,NA,NA,0
2/28/2015,11505,Saturday,1,2,2015,NA,NA,NA,NA,0
3/1/2015,11505,Sunday,2,3,2015,NA,NA,NA,NA,1
3/2/2015,11505,Monday,3,3,2015,NA,NA,NA,NA,0
3/3/2015,11505,Tuesday,4,3,2015,NA,NA,NA,NA,1
3/4/2015,11505,Wednesday,5,3,2015,NA,NA,NA,NA,0
3/5/2015,11505,Thursday,6,3,2015,Purim End,Religious,NA,NA,1
3/6/2015,11505,Friday,7,3,2015,NA,NA,NA,NA,1
3/7/2015,11506,Saturday,1,3,2015,NA,NA,NA,NA,1
3/8/2015,11506,Sunday,2,3,2015,NA,NA,NA,NA,0
3/9/2015,11506,Monday,3,3,2015,NA,NA,NA,NA,1
3/10/2015,11506,Tuesday,4,3,2015,NA,NA,NA,NA,0
3/11/2015,11506,Wednesday,5,3,2015,NA,NA,NA,NA,1
3/12/2015,11506,Thursday,6,3,2015,NA,NA,NA,NA,1
3/13/2015,11506,Friday,7,3,2015,NA,NA,NA,NA,1
3/14/2015,11507,Saturday,1,3,2015,NA,NA,NA,NA,0
3/15/2015,11507,Sunday,2,3,2015,NA,NA,NA,NA,1
3/16/2015,11507,Monday,3,3,2015,NA,NA,NA,NA,0
3/17/2015,11507,Tuesday,4,3,2015,StPatricksDay,Cultural,NA,NA,0
3/18/2015,11507,Wednesday,5,3,2015,NA,NA,NA,NA,0
3/19/2015,11507,Thursday,6,3,2015,NA,NA,NA,NA,0
3/20/2015,11507,Friday,7,3,2015,NA,NA,NA,NA,0
3/21/2015,11508,Saturday,1,3,2015,NA,NA,NA,NA,0
3/22/2015,11508,Sunday,2,3,2015,NA,NA,NA,NA,0
3/23/2015,11508,Monday,3,3,2015,NA,NA,NA,NA,0
3/24/2015,11508,Tuesday,4,3,2015,NA,NA,NA,NA,0
3/25/2015,11508,Wednesday,5,3,2015,NA,NA,NA,NA,0
3/26/2015,11508,Thursday,6,3,2015,NA,NA,NA,NA,0
3/27/2015,11508,Friday,7,3,2015,NA,NA,NA,NA,0
3/28/2015,11509,Saturday,1,3,2015,NA,NA,NA,NA,0
3/29/2015,11509,Sunday,2,3,2015,NA,NA,NA,NA,0
3/30/2015,11509,Monday,3,3,2015,NA,NA,NA,NA,0
3/31/2015,11509,Tuesday,4,3,2015,NA,NA,NA,NA,0
4/1/2015,11509,Wednesday,5,4,2015,NA,NA,NA,NA,1
4/2/2015,11509,Thursday,6,4,2015,NA,NA,NA,NA,0
4/3/2015,11509,Friday,7,4,2015,NA,NA,NA,NA,1
4/4/2015,11510,Saturday,1,4,2015,NA,NA,NA,NA,0
4/5/2015,11510,Sunday,2,4,2015,Easter,Cultural,NA,NA,1
